番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
1911,"2024年05月29日","長崎県","ﾌﾘｰﾀﾞｲｱﾙ","メルセデス・ベンツ","2018/06","LDA-166024","ＭＬ３５０　ＢｌｕｅＴＥＣ　４ＭＡＴＩＣ","36,900 Km","642","車枠・車体","２０２４年","外３７８０（ルーフパネル）のリコールは対象外の車で、ルーフパネルが浮いてきている。"
1912,"2024年05月29日","神奈川県","ＨＰ","スバル","2013/03","DBA-SJ5","フォレスター","95,100 Km","FB20","動力伝達","２０２４年３月","停止した状態またはやや低速の状態からアクセルペダルを踏んで加速させていくと、ガクンガクンと変速のタイミングでショックが起こる。"
1913,"2024年05月29日","青森県","ＨＰ","三菱","2018/01","QKG-FV60VJR","ふそうスーパーグレート","620,000 Km","6R10","エンジン","２０２４年５月７日ＰＭ１２時頃","自動車専用道路を走行中、突然油圧低下表示が出てエンジンが停止した。近くのインター出口に入り惰性で一般道交差点手前で何とか停止した。レッカーでディーラーに搬送して点検したところ、オイルストレーナーとオイルポンプの途中の樹脂製のパイプに穴が空いていた。"
1914,"2024年05月28日","青森県","ﾌﾘｰﾀﾞｲｱﾙ","ダイハツ","2012/05","DBA-LA110S","ムーヴ","223,200 Km","KF","エンジン","","国４４７１（カウルルーバー）のリコール措置を済ませた車で、止水が完全でないために雨水等が発電機や補機ベルトに滴下しており、ベルト鳴きが発生している。"
1915,"2024年05月28日","福井県","ﾌﾘｰﾀﾞｲｱﾙ","スマート","2019/01","ABA-453062","フォーフォーＢＲＡＢＵＳ","28,000 Km","281M09","かじ取り","","ハンドルを切るとコトコトと異音がするようになった。ディーラーで確認したところ、タイロッドの付け根側にガタがあると診断された。"
1916,"2024年05月28日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2024/01","3BF-DS8E26","ＮＶ３５０　キャラバン","","QR25","車枠・車体","","後席のスライド式小窓から雨漏りしたことにより、窓の下方にあるシートベルトブラケットが錆びている。"
1917,"2024年05月28日","大阪府","ＨＰ","スズキ","2012/12","ABA-JB23W","ジムニー","94,262 Km","K6A","保安灯火","２０１９年／２０２０年／２０２２年／２０","左右のドアミラーが開閉しなくなった。交換修理を行ったが再発している。"
1918,"2024年05月28日","和歌山県","ＨＰ","マツダ","2019/03","3DA-GJ2FP","アテンザ","58,900 Km","SH","乗車装置","２０２４年５月２７日","リアシートベルトが動かなくなった。"
1919,"2024年05月28日","千葉県","ＨＰ","スバル","2018/09","5BA-SK9","フォレスター","44,500 Km","FB25","エンジン","２０２４年４月２９日","メーターパネルにアイサイトが使用できない表示と、エンジン警告灯など複数の警告灯が点灯した。ディーラーで確認した結果、サーモコントロールバルブの故障のため、交換が必要と診断された。"
1920,"2024年05月28日","不明","電話","ボルボ","2013/03","DBA-MB4164T","Ｖ４０","70,800 Km","B4164T","動力伝達","","ＤＣＴフルード漏れにより、エンジン動力が伝わらなくなり、突然車が止まった。"
1921,"2024年05月27日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","ポルシェ","2016/06","ABA-991H1","９１１　Ｃａｒｒｅｒａ","32,500 Km","DCK","その他","","ギアをバックに入れてもバックカメラが映らないことがある。２年前に車両を購入した直後のころ、機械式駐車場から車を前進させようとした際に、バックカメラが映っていなかったことから車が前に進むはずと思ってアクセル操作をした結果、実際はギアがバックレンジだったために車が後ろに進み、車を壊してしまう自損事故にも至っている。"
1922,"2024年05月27日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2021/08","3AA-CDDFY","ゴルフ　１．５／１１０ｋＷ","8,500 Km","DFY-4450","エンジン","２０２４年５月１日","施設の駐車場で駐車する際、徐行運転で駐車場所を探した後、一度車の頭を振ってからバックで駐車場所に停めようとする場面で、突然エンジンが２０００ｒｐｍくらいにふけあがった。"
1923,"2024年05月27日","神奈川県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2021/08","3AA-CDDFY","ゴルフ　１．５／１１０ｋＷ","8,500 Km","DFY-4450","動力伝達","２０２４年５月１日","コースティング制御搭載車で、説明書上では７ｋｍ／ｈ～１６０ｋｍ／ｈでコースティング制御が作動する説明になっているところ、４２ｋｍ／ｈ～７９ｋｍ／ｈの間でコースティングしない。"
1924,"2024年05月27日","兵庫県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2015/02","DBA-AUCJZ","ＶＷ　ゴルフ　１．２／７７ｋＷ","67,500 Km","CJZ","保安灯火","２０２４年５月","車庫から出庫した時に突然右ミラーが剥がれ落ちた。"
1925,"2024年05月27日","岐阜県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2018/01","6AA-RC4","オデッセイ","109,100 Km","LFA-H4","制動装置","２０２４年５月２５日","走行中に突然ハンドルが重くなり、その後、メーターやナビなどの電源が全て落ちている状態になった。"
1926,"2024年05月27日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ＤＳ","2018/09","LDA-X74AH01","ＤＳ　７","41,000 Km","AH01","動力伝達","２０２４年５月","トランスミッションの不良により、バックできなくなった。ディーラーで確認したところ、トランスミッションのソレノイドバルブの故障データが確認され、トランスミッション交換が必要と診断された。"
1927,"2024年05月27日","宮城県","ﾌﾘｰﾀﾞｲｱﾙ","その他","","65B24L","オートバックス　ＧＡＩＡバッテリー","","","装置その他","","３年保証の製品であるが、２年でバッテリー上りをした。"
1928,"2024年05月27日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2020/03","3DA-AD20","ＢＭＷ　Ｘ１　ｘＤｒｉｖｅ　１８ｄ","18,100 Km","B47C20B","排ｶﾞｽ･騒音","購入から２年弱あたりから","走行中にエンジン警告灯が点灯して加速不能になり、ほぼ走行が出来なくなる。ディーラーでアドブルー関係の修理を行っているが再発している。"
1929,"2024年05月27日","埼玉県","ＨＰ","ホンダ","2024/03","6BA-JF5","Ｎ－ＢＯＸ　ＣＵＳＴＯＭ","742 Km","S07B","かじ取り","２０２４年３月","チルト位置を一番下にした時にハンドルを真っ直ぐにして走行すると車体が左方向に流れてしまう。"
1930,"2024年05月27日","神奈川県","ＨＰ","三菱","2021/03","2TG-MS06GP","ふそうエアロエース","75,043 Km","6S10","エンジン","２０２４年４月２６日　１７：０９","高速道路を走行しＩＣを降り料金所を過ぎた辺りで突然エンジンが止まった。惰性で下りながらセルを回すもエンジンがかからず、ＩＣ出口交差点を左折して一般道路上に停止してしまった。"
1931,"2024年05月27日","愛知県","ＨＰ","アウディ","2021/08","3AA-GYDLA","アウディ　Ａ３　３０Ｔ","12,000 Km","DLA-4450","その他","購入時より","全車速追従クルーズコントロールの車間距離設定の変更が出来ない場合がある。"
1932,"2024年05月27日","大阪府","ＨＰ","ニッサン","2019/07","DAA-HE12","ノート","23,140 Km","HR12-EM57","保安灯火","２０２４年５月２６日","運転席側のパワーウインドウを操作したところ、大きな異音とともに動かなくなった。"
1933,"2024年05月26日","宮城県","ＨＰ","ルノー","2018/09","ABA-BBM5P","メガーヌ","51,241 Km","M5P","燃料装置","２０２４年１月頃","エンジンを掛けるとクランキングはするが、エンジンが極低回転で数秒掛かり、数秒で止まる。ディーラーで確認した結果、燃料ポンプの不具合と言われた。"
1934,"2024年05月26日","宮城県","ＨＰ","ルノー","2018/09","ABA-BBM5P","メガーヌ","51,241 Km","M5P","エンジン","２０２３年８月７日","エアコンをかけながら待機していたらエンジンがオーバーヒートした。ディーラーでラジエターファンの軸受け部が変形し、ファンが正常に回転しなくなったものと診断され、ラジエターファン一式を交換した。"
1935,"2024年05月26日","北海道","ＨＰ","三菱","2023/01","3DA-CV1W","デリカ","5,800 Km","4N14","動力伝達","２０２４年３月","走行中に異音に気づき確認したところ、プロペラシャフト及び車体に氷が付きシャフトにリング状の傷が付いていた。"
1936,"2024年05月26日","愛知県","ＨＰ","メルセデス・ベンツ","2017/10","CBA-117952","ＣＬＡ４５　ＡＭＧ　４ＭＡＴＩＣ　ＳＢ","32,600 Km","133","エンジン","２０２３年１月頃から","ガソリンを満タンにすると、アイドリングが効かなくなり、エンストする。"
1937,"2024年05月26日","東京都","ＨＰ","メルセデス・ベンツ","2013/12","RBA-212236C","Ｅ２５０ステーションワゴン","74,200 Km","274","排ｶﾞｽ･騒音","２０２１年１２月","ＮＯｘセンサー不良によりエンジンチェックランプが点灯した。"
1938,"2024年05月25日","神奈川県","ＨＰ","ルノー","2018/12","ABA-DFM5P","アルピーヌ　Ａ１１０","6,700 Km","M5P","その他","２０２３年９月頃","突然エアコンから冷風が出なくなった。エバボレーターから冷媒が漏れていると診断された。"
1939,"2024年05月25日","宮城県","ＨＰ","ホンダ","2018/09","DAA-GP6","フィット","108,000 Km","LEB-H1","電気装置","２０２４年５月２１日","走行中エンジン・パワーステアリング・ブレーキ警告灯が同時に点灯した。その後ハイブリッドに切り替わらず、エンジン回転数が１５００回転から下がらなかった。レッカーでディーラーに搬送して確認したところ、イグニッションコイルが２本折れており、リークしていた。"
1940,"2024年05月24日","栃木県","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2020/01","5BA-A200A","ライズ","25,000 Km","1KR","緩衝装置","","走行中にガタガタと異音が出るようになった。ディーラーに相談したところ、スラビライザーのゴムの交換が行われた。"
1941,"2024年05月24日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2017/12","DBA-8E15","ＢＭＷ　３１８ｉ","10,600 Km","B38B15A","燃料装置","２０２４年３月","外３６０５のリコール対象車で、部品が無いとして待たされていた状態で、２０２４年３月、遠方に旅行中、ガソリンタンクから燃料漏れで走行不能になった。"
1942,"2024年05月24日","新潟県","ＨＰ","マツダ","2013/01","LDA-KE2FW","ＣＸ－５","78,000 Km","SH","エンジン","２０２４年４月２５日","エンジンのふけが悪くなり、信号待ち中にはマフラーから白煙が上がった。一度停車して整備工場に連絡を取り、再始動をして走行を試みたがエンジンが停止した。整備工場で確認をした結果、ターボチャージャーの摩耗でオイルが全体に回ったものと診断された。"
